_id,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）,實際預約網址（手動）,爬蟲分類（手動）,醫事機構代碼（自動）,是否現在為施打點？（自動）,Last Modified,備註（手動）,預約方式（手動）,是否可以爬蟲（手動）,爬蟲結果（手動）,爬蟲人（手動）,爬蟲程式碼（手動）,開放預約時間（手動）
rec042pWIkM2XYbPz,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣,彰化市,彰化縣彰化市中山路一段366號,120.535784,24.061299,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,04-7113456,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,彰基醫院系列,1137010051,1,2021-07-11T05:50:20.000Z
rec08cD0RKn76Wh13,臺東縣延平鄉衛生所,臺東縣,延平鄉,臺東縣延平鄉桃源村昇平路11號,121.085663,22.902109,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346120010,089-561040,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346120010,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統
rec0AWIzBqlCkyReN,卓醫院,彰化縣,北斗鎮,彰化縣北斗鎮西安里中山路一段311號,120.51554,23.872278,https://docs.google.com/forms/d/e/1FAIpQLSdpYfIuWqdcQ295WbggrKmRa9fZUlBUNQmZEvt6pwV9yqYmXg/viewform,04-8882995,,,1537040066,1,2021-07-11T05:50:20.000Z,"無法找到任何資料
",
rec0FuMJbi7riIuKY,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正路291號,121.494082,24.993746,"https://www.shh.org.tw/page/ShhregVaccine.aspx
",02-22490088,https://www.shh.org.tw/page/ShhregVaccine.aspx,北醫系列,1331040513,1,2021-07-11T11:05:50.000Z,,掛號系統
rec0GpEaNU2mmptpo,東港靜思堂(東港衛生所站),屏東縣,東港鎮,928台灣屏東縣東港鎮,120.4634753,22.471462,,"08 832 5310",,,,,2021-07-11T15:18:58.000Z,各縣市資料,
rec0HMofu1o1WZTxb,衛生福利部臺南醫院,臺南市,中西區,臺南市中西區中山路125號,120.209228,22.995819,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,06-2200055,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,衛福部系列,0121050011,1,2021-07-11T05:50:20.000Z,,
recmT8HeS44I94Dxt,李細祥內科診所,臺北市,大安區,臺北市大安區四維路198巷30弄5號,121.54590679926,25.026569134119,, 02-2701-8159,,,,,2021-07-11T15:19:23.000Z,各縣市資料,,,,,
recmWsDohZhrFdq5t,衛生福利部恆春旅遊醫院,屏東縣,恆春鎮,946台灣屏東縣恆春鎮恆南路188號,120.7448248,21.99913,,"08 889 2704",,,,,2021-07-11T15:19:03.000Z,各縣市資料,,,,,
recmYteAa3SXuMQqo,劉琳榕小兒科診所,臺南市,新化區,台南市新化區忠孝路120號,,,,06-5970088,,,,,2021-07-11T15:22:55.000Z,各縣市資料,,,,,
recmZLxQLHDybWhaA,陳育瑄小兒科診所,臺南市,關廟區,台南市關廟區中山路一段251號,,,,06-5960077,,,,,2021-07-11T15:23:02.000Z,各縣市資料,,,,,
recmaNRjF9zSxsM8G,江錫輝診所,臺南市,東區,台南市東區林森路一段361號,,,,06-2748888,,,,,2021-07-11T15:22:44.000Z,各縣市資料,,,,,
recmaRcyjRrUFlDhy,江崇萍小兒科診所,臺北市,松山區,臺北市松山區南京東路五段251巷24弄27號1樓,121.56435107968,25.052357360073,,02-2763-2260,,,,,2021-07-11T15:19:49.000Z,各縣市資料,,,,,
recmiIS0wFl8AQ8vP,蘇炳文內科診所,臺南市,善化區,台南市善化區大信路36號,,,,06-5811788,,,,,2021-07-11T15:22:52.000Z,各縣市資料,,,,,
recmlu3EQFOBTOMCy,定安診所,臺北市,文山區,臺北市文山區景興路165號,121.54466318907,24.993463954806,,02-2932-3755,,,,,2021-07-11T15:19:42.000Z,各縣市資料,,,,,
recmnsGRdCWu7wcq2,紀冠廷診所,臺南市,中西區,台南市中西區青年路119號,,,,06-2263931,,,,,2021-07-11T15:22:14.000Z,各縣市資料,,,,,
recmqkKELnHs3ebSY,李伯匯小兒科診所,臺北市,北投區,臺北市北投區石牌路一段93號,121.5117553116,25.11392533068,,02-2822-1212,,,,,2021-07-11T15:19:44.000Z,各縣市資料,,,,,
recmrzGDosYPjUTbM,鄭志誠小兒科診所,臺北市,中山區,臺北市中山區民生東路1段8號,121.52339512198,25.05785572689,,02-2551-2246,,,,,2021-07-11T15:19:27.000Z,各縣市資料,,,,,
recn0SoCb7YBABVwM,國仁醫院,屏東縣,屏東市,屏東縣屏東市民生東路12－2號,120.514591,22.658297,https://forms.gle/S2d5y7J3N1t9zTT97,08-7223000,https://forms.gle/S2d5y7J3N1t9zTT97,google表單系列,1543010109,1,2021-07-11T11:05:50.000Z,"暫時不接受預約by SL",google表單,,,,
recn4h7VpvnMojlta,義大醫療財團法人義大醫院,高雄市,燕巢區,高雄市燕巢區角宿里義大路1號,120.364451,22.765521,"https://www5.edah.org.tw/RegisterChooseOptionForEDH.aspx?deptCode=60&deptDesc=%E5%85%AC%E8%B2%BBCOVID-19%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE&deptRoom=6016&eng_deptDesc=
",07-6150011,https://www.edah.org.tw/covid/CovidArea.html,義大系列,1142120001,1,2021-07-11T05:50:20.000Z,,,,,,
recn6Ncwvj4HJaafY,花博爭艷館,臺北市,中山區,台北市中山區玉門街1號,121.5207764,25.06951478,,"1999分機1801-1807               ",,,,,2021-07-11T15:21:59.000Z,各縣市資料,,,,,
recn7VjCwa44keohw,高雄市立旗津醫院(委託財團法人私立高雄醫學大學經營),高雄市,旗津區,高雄市旗津區旗港路33號,120.285113,22.590209,https://www.kmch.org.tw/web/BookVaccineSysInter,07-5711188,https://www.kmch.org.tw/web/BookVaccineSysInter,高醫大系列,1307370011,1,2021-07-11T05:50:20.000Z,,,,,,
recn8l4WOGPU1RxDd,枋山鄉衛生所,屏東縣,枋山鄉,941台灣屏東縣枋山鄉,120.6527144,22.2647981,,"08 876 1150",,,,,2021-07-11T15:19:06.000Z,各縣市資料,,,,,
recnEPExrtGthMk4n,臺南市左鎮區衛生所,臺南市,左鎮區,臺南市左鎮區中正里172之15號,,,,06-5731114,,,,,2021-07-11T15:22:09.000Z,各縣市資料,,,,,
recnGv65mBrxWNr9z,新竹市香山衛生所,新竹市,香山區,新竹市香山區牛埔里育德街188號2樓,120.942578,24.794419,https://s-health.hcchb.gov.tw/ch/index.jsp,03-5388109,https://s-health.hcchb.gov.tw/ch/index.jsp,新竹市衛生所系列,2312050018,1,2021-07-11T11:05:50.000Z,暫時停止疫苗服務,目前暫停預約,,,,
recnZ0n5DuKM1lO8K,花蓮縣萬榮鄉衛生所,花蓮縣,萬榮鄉,花蓮縣萬榮鄉萬榮村1鄰16號,121.409164,23.715578,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345120016,03-8751651,,,2345120016,1,2021-07-11T11:05:50.000Z,,不詳,,,,
recncxxLhWWgDgx8g,信義國中,臺北市,信義區,台北市信義區松仁路158巷1號,121.56793205564,25.028609688844,,,,,,,2021-07-11T15:20:04.000Z,各縣市資料,,,,,
recneL9ZYkILc1nh0,張孟源內科診所,臺北市,中正區,臺北市中正區中華路二段325號1樓,121.50644056321,25.027650198679,,02-2309-8600,,,,,2021-07-11T15:19:32.000Z,各縣市資料,,,,,
recnf8StBAqNHXyIb,屏東縣萬巒鄉衛生所,屏東縣,萬巒鄉,屏東縣萬巒鄉萬全村褒忠路16號,120.574507,22.571746,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343120018,08-7811794,,,2343120018,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,
recniEYfv2WxnjYy9,新北市鶯歌區衛生所,新北市,鶯歌區,新北市鶯歌區文化路389號,121.352461,24.950565,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331080018,02-26702304,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331080018,1,2021-07-11T11:05:50.000Z,,預約系統,是,,,
recnjpBShwJG2u4Hv,臺南市永康區衛生所,臺南市,永康區,臺南市永康區永康里文化路51號,,,,06-2326507,,,,,2021-07-11T15:22:12.000Z,各縣市資料,,,,,
recnqEBurkrEW9aff,臺東縣綠島鄉衛生所,臺東縣,綠島鄉,臺東縣綠島鄉中寮村1－1號,121.469607,22.673186,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346110014,089-672511,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346110014,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統,,,,
reco1tsyGnkCelwgF,永安家庭醫學科診所,臺北市,北投區,臺北市北投區中央北路一段172號,121.49823074357,25.135702954634,,02-2894-0888,,,,,2021-07-11T15:19:46.000Z,各縣市資料,,,,,
recoAsvWibPkJzaSf,國軍高雄總醫院岡山分院,高雄市,岡山區,高雄市岡山區大義二路1號,120.285874,22.789456,https://reg.814.mnd.gov.tw/,07-6250919,https://reg.814.mnd.gov.tw/,國軍醫院系列,0542020011,1,2021-07-11T05:50:20.000Z,"目前不開放預約 by SL",,,,,
recoEPqLxUBGyZyYP,阮綜合醫療社團法人阮綜合醫院,高雄市,苓雅區,高雄市苓雅區成功一路162號.四維四路136號.166號.永昌街49號,120.297377,22.615583,http://teaching.yuanhosp.com.tw/Covid19Vacc/view/vmainHome.aspx,07-3351121,http://teaching.yuanhosp.com.tw/Covid19Vacc/view/vmainHome.aspx,醫院各自系統,0902080013,1,2021-07-11T05:50:20.000Z,"需要驗證身份. by SL",,,,,
recoExw3EzVZwg57u,臺南市楠西區衛生所,臺南市,楠西區,臺南市楠西區楠西里中正路226號,,,,06-5751006,,,,,2021-07-11T15:22:09.000Z,各縣市資料,,,,,
recoHMkJiWc91TU1L,天成醫院,桃園市,楊梅區,桃園市楊梅區新成路196號、中山北路一段356號,121.147287,24.907634,"http://www.tcmg.com.tw/ym/register/register_1_detail.php?deptID=0089&deptName=Covid-19%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE%E9%96%80%E8%A8%BA
",03-4782350,https://bit.ly/2RwTIMQ,天成醫院系統,1532040039,1,2021-07-11T05:50:20.000Z,,,,,,
recoKoty3FfiKGAck,魏穀年診所,臺北市,內湖區,臺北市內湖區內湖路一段403號,121.57059926593,25.081871636971,,02-2657-2691,,,,,2021-07-11T15:19:34.000Z,各縣市資料,,,,,
recoNuUS6bcwFYDcx,家佳診所,臺南市,安南區,台南市安南區安中路三段399號,,,,06-2462507,,,,,2021-07-11T15:22:40.000Z,各縣市資料,,,,,
recoPGh7irc7drYgm,醫療財團法人辜公亮基金會和信治癌中心醫院,臺北市,北投區,臺北市北投區立德路125號,121.47201,25.12834,https://www.kfsyscc.org/m/archives/11688,02-28970011,,醫院各自系統,1101160026,1,2021-07-11T11:05:50.000Z,"頁面移除失效
",不詳,,,,
recoXFN4aah7cyHrE,吳美華小兒科診所,臺南市,東區,台南市東區凱旋路42號,,,,06-2740172,,,,,2021-07-11T15:22:47.000Z,各縣市資料,,,,,
reconlIf6GKgDdwhE,車城福安宮香客大樓(車城衛生所),屏東縣,車城鄉,944台灣屏東縣車城鄉福安路2之30號,120.710622,22.0697853,,"08 882 1300",,,,,2021-07-11T15:19:00.000Z,各縣市資料,,,,,
recov2RbLdXEsWzLe,紘成診所,臺北市,大同區,臺北市大同區長安西路35號2樓,121.51973219572,25.050360273298,,02-2549-2000,,,,,2021-07-11T15:19:17.000Z,各縣市資料,,,,,
recoyPqovdGGUAJWc,屏東縣新園鄉衛生所,屏東縣,新園鄉,屏東縣新園鄉仙吉村仙吉路89－2號,120.460911,22.5436,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343170018,08-8681293,,,2343170018,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,
recozYMqcCMKLte0x,國立台灣大學醫學院附設醫院,臺北市,中正區,臺北市中正區中山南路7、8號；常德街1號,121.518558,25.040776,https://reg.ntuh.gov.tw/WebAdministration/VaccineClinicReg.aspx?Hosp=T0&Reg=,02-23123456,https://reg.ntuh.gov.tw/WebAdministration/VaccineClinicReg.aspx?Hosp=T0&Reg=,台大醫院系列,0401180014,1,2021-07-11T11:05:50.000Z,,掛號系統,是,,,
recp1eyvhr7nTBBrd,新竹縣竹北市衛生所,新竹縣,竹北市,新竹縣竹北市光明二街89號,121.006755,24.832166,https://zhubei.hcshb.gov.tw/News_Content.aspx?n=119&sms=9119&s=85705,03-5533381,,,2333050018,1,2021-07-11T05:50:20.000Z,"沒有任何網路資訊
",,,,,
recp3Hd6pjZaR7GHW,嘉義縣義竹鄉衛生所,嘉義縣,義竹鄉,嘉義縣義竹鄉仁里村義竹422－1號,120.243041,23.337188,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340090013,05-3412032,,,2340090013,1,2021-07-11T05:50:20.000Z,"依嘉義衛生局規範，僅接受縣民預約，並只有現場預約
",,,,,
recp7cHWR8ddk1Uor,史地分小兒科診所,臺南市,永康區,台南市永康區大橋一街57號,,,,06-3039099,,,,,2021-07-11T15:22:21.000Z,各縣市資料,,,,,
recp7yASoQa3xukLw,張育驍診所,臺北市,信義區,臺北市信義區吳興街467巷2弄4、6、10號,121.56934633152,25.023898888105,,02-2729-6611,,,,,2021-07-11T15:19:55.000Z,各縣市資料,,,,,
recp9ilcDbQlXPilq,德泰耳鼻喉科診所,臺北市,士林區,臺北市士林區通河街42-1號,121.52143000316,25.080459009506,,02-2885-1570,,,,,2021-07-11T15:19:15.000Z,各縣市資料,,,,,
recpBxxawcBR57LSo,德安診所,臺南市,歸仁區,台南市歸仁區民權北路75號,,,,06-2300399,,,,,2021-07-11T15:23:02.000Z,各縣市資料,,,,,
recpG89luyl1SYQBU,彰化縣芬園鄉衛生所,彰化縣,芬園鄉,彰化縣芬園鄉社口村公園1街11號,120.628086,24.012784,https://fyuphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNym8GnmNo%3D,049-2522904,,彰化衛生所系列,2337140013,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recpQskatyovXl7xN,中國醫藥大學新竹附設醫院,新竹縣,竹北市,新竹縣竹北市興隆路一段199號,121.001988,24.824037,"http://www.cmu-hch.cmu.edu.tw/NewsInfo/NewsArticle?no=888
",03-5580558,http://www.cmu-hch.cmu.edu.tw/NewsInfo/NewsArticle?no=947,中國醫藥大學系列,1333050017,1,2021-07-11T05:50:20.000Z,,,,,,
recpZZgA4KzcvNyd9,阮嵩翔耳鼻喉科診所,臺南市,永康區,台南市永康區大灣路930號,,,,06-2728333,,,,,2021-07-11T15:22:25.000Z,各縣市資料,,,,,
recpdmFiMK5weWisV,加恩耳鼻喉專科診所,臺南市,南區,台南市南區金華路一段450號,,,,06-2616598,,,,,2021-07-11T15:22:49.000Z,各縣市資料,,,,,
recpfa0USqNA4Pepl,臺南市將軍區衛生所,臺南市,將軍區,臺南市將軍區忠興里185－6號,,,,06-7942007,,,,,2021-07-11T15:22:09.000Z,各縣市資料,,,,,
recpusgiVT7uWt35z,南投縣魚池鄉衛生所,南投縣,魚池鄉,南投縣魚池鄉東池村魚池街194號,120.941269,23.895524,https://docs.google.com/forms/d/1DkaEX45rXb4yZEPIUuLCyo5cARuJi1d1DFKK0gFiWI4/edit,049-2895513,,,2338090012,1,2021-07-11T05:50:20.000Z,"不再使用連結報名，
僅提供電話報名
",,,,,
recpv26tjZSt0CZK3,天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,嘉義市,東區,嘉義市東區大雅路二段565號,120.4671,23.47568,https://flw.stm.org.tw/reg/Home/DrChoose?deptGrouptID=CO&ran=f,05-2756000,https://flw.stm.org.tw/reg/Home/DrChoose?deptGrouptID=CO&ran=f,醫院各自系統,1122010021,1,2021-07-11T05:50:20.000Z,,,,,,
recpvhmRtWwX4POtx,澎湖縣西嶼鄉衛生所,澎湖縣,西嶼鄉,澎湖縣西嶼鄉池東村222號,119.510239,23.599252,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344040019,06-9981115,https://docs.google.com/forms/d/e/1FAIpQLScydIipaylukL2l-FUoC5ls7zjXSi6f_fO_rUvvt6tjHBc4pQ/viewform,google表單系列,2344040019,1,2021-07-11T11:05:50.000Z,,google表單,,,,
recq12fXWvPLAVFxr,國軍臺中總醫院附設民眾診療服務處,臺中市,太平區,臺中市太平區中山路2段348號,120.730101,24.150814,https://web-reg-server.803.org.tw/stepB3.asp,04-23934191,https://web-reg-server.803.org.tw/stepB3.asp,醫院各自系統,0536190011,1,2021-07-11T05:50:20.000Z,,,,,,
recqCbUxL1L7MaLGK,澄清綜合醫院,臺中市,中區,臺中市中區平等街139號,120.68161,24.142603,http://www.ccgh.com.tw/PT2/html/webdetail.aspx?pagetype=2&otherkind=1&pageno=1&page=1,04-24632000,http://www.ccgh.com.tw/PT2/html/webtemplate.aspx?pagetype=4-1&otherkind=P-0001&pageno=13010&pageno2=13072,澄清醫院系列,1517011112,1,2021-07-11T05:50:20.000Z,,,,,,
recqFifwbhzXuyNLr,永和醫院,臺南市,中西區,台南市中西區府前路一段304巷2號,,,,06-2231191,,,,,2021-07-11T15:22:02.000Z,各縣市資料,,,,,
recqFvQjXN7shzyDr,成美診所,臺南市,永康區,台南市永康區中華路393號,,,,06-3039028,,,,,2021-07-11T15:22:25.000Z,各縣市資料,,,,,
recqG2f0CH0lYmqB4,貝爾診所,臺北市,士林區,臺北市士林區中山北路七段82巷9號1樓,121.53245415194,25.121340311106,,02-2872-9980,,,,,2021-07-11T15:19:15.000Z,各縣市資料,,,,,
recqKhXHiaLo3Si3D,維康診所,臺北市,南港區,台北市南港區研究院路二段84巷1號,121.61522561482,25.045208295891,,02-2651-7748,,,,,2021-07-11T15:20:00.000Z,各縣市資料,,,,,
recqUzyfKYqtD2yhj,屏東縣林邊鄉衛生所,屏東縣,林邊鄉,屏東縣林邊鄉光林村和平路45號,120.509698,22.431094,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343190010,08-8752076,,,2343190010,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,
recqXNQlRue7IUfft,天仁小兒科診所,臺北市,南港區,台北市南港區成福路21號,121.58669729884,25.044785879905,,02-2786-2687,,,,,2021-07-11T15:20:00.000Z,各縣市資料,,,,,
recqXOESGehwrd5ed,臺北市立萬芳醫院-委託財團法人台北醫學大學辦理,臺北市,文山區,臺北市文山區興隆路3段111號,121.55833,25.000305,https://www.wanfang.gov.tw/p3_register_e3.aspx?deptcode=B054&depttype=A&deptdesc=%E5%85%AC%E8%B2%BBCOVID-19%E7%96%AB%E8%8B%97%E9%96%80%E8%A8%BA&depttype2=A,02-29307930,https://www.wanfang.gov.tw/p3_register_e3.aspx?deptcode=B054&depttype=A&deptdesc=%E5%85%AC%E8%B2%BBCOVID-19%E7%96%AB%E8%8B%97%E9%96%80%E8%A8%BA&depttype2=A,醫院各自系統,1301200010,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recqZRtYFPg3pQF1r,嘉大診所,臺南市,仁德區,台南市仁德區中正路一段179號,,,,06-2668716,,,,,2021-07-11T15:22:16.000Z,各縣市資料,,,,,
recqefsxFyr7fwXya,高雄榮民總醫院屏東分院,屏東縣,內埔鄉,屏東縣內埔鄉龍潭村昭勝路安平一巷1號,120.599009,22.674417,https://www.vhlc.gov.tw/Default.aspx,08-7704115,,,0643130018,1,2021-07-11T05:50:20.000Z,未接獲新冠疫苗撥補，故暫停開放預約,,,,,
recqiKFdfueOIpqtO,健鑫診所,臺北市,文山區,臺北市文山區忠順街一段28號,121.55928655914,24.984011281116,,02-2937-5680,,,,,2021-07-11T15:19:42.000Z,各縣市資料,,,,,
recqjrGssSAQPgEvF,劉伊薰小兒科診所,臺南市,北區,台南市北區北安路一段259號1樓,,,,06-2832111,,,,,2021-07-11T15:22:19.000Z,各縣市資料,,,,,
recqr4HXLB1nxy4Rz,泓仁診所,臺北市,文山區,臺北市文山區木新路二段273號,121.56610127649,24.982949106311,,02-2938-2627,,,,,2021-07-11T15:19:44.000Z,各縣市資料,,,,,
recquVwt0MQ8FwvEQ,屏東縣佳冬鄉衛生所,屏東縣,佳冬鄉,屏東縣佳冬鄉六根村佳和路87－1號,120.549584,22.414263,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343210017,08-8662018,,,2343210017,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,
recr6cqQjU7xAHa95,大灣健全診所,臺南市,永康區,台南市永康區大灣路276號,,,,06-2739652,,,,,2021-07-11T15:22:25.000Z,各縣市資料,,,,,
recr7RvW5SCSn8VMZ,大新醫院,屏東縣,高樹鄉,屏東縣高樹鄉長榮村興中路208號,120.599646,22.823792,http://www.mashup.com.tw/dasin/?page=about,08-7962033,http://www.mashup.com.tw/dasin/?page=news_content&n_id=30264,,1543110033,1,2021-07-11T11:05:50.000Z,"看來是還沒有用線上的方式接受預約喔 by SL",電話預約,,,,
recrBxrT3htcbN0Ze,里港國小(里港衛生所),屏東縣,里港鄉,905台灣屏東縣里港鄉,120.494283,22.780715,,"08 775 1711",,,,,2021-07-11T15:18:58.000Z,各縣市資料,,,,,
recrDW6UYD3VaFzdx,新北市三重區衛生所,新北市,三重區,新北市三重區新北大道1段1號,121.491392,25.061191,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331020012,02-29848320,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331020012,1,2021-07-11T11:05:50.000Z,,預約系統,是,,,
recrVoAZatFxf9nE8,花蓮縣瑞穗鄉衛生所,花蓮縣,瑞穗鄉,花蓮縣瑞穗鄉瑞穗村民生街75號,121.378958,23.499786,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345090013,03-8872045,,,2345090013,1,2021-07-11T11:05:50.000Z,,不詳,,,,
recrW9twMVrMyzzzZ,佳冬國中(佳冬衛生所),屏東縣,佳冬鄉,931台灣屏東縣佳冬鄉佳和路87-1號,120.5667866,22.4288311,,"08 866 2018",,,,,2021-07-11T15:18:58.000Z,各縣市資料,,,,,
recrX2iHqYbrRZIrv,臺灣基督教門諾會醫療財團法人門諾醫院壽豐分院,花蓮縣,壽豐鄉,花蓮縣壽豐鄉共和村魚池52號,121.524929,23.870004,https://reg.mch.org.tw/Register/ShowPhySchedule?Area=S&SubjectClassId=&SubjectId=9007&phyId=,03-8664600,,,1145060029,1,2021-07-11T11:05:50.000Z,"沒有看到預約的地方 by SL",不詳,,,,
recrdMFzfDWxl8pIi,四季和安婦幼診所,臺北市,中山區,臺北市中山區林森北路458號,121.52543677242,25.060963516016,,02-2567-7310,,,,,2021-07-11T15:19:30.000Z,各縣市資料,,,,,
recrqi0NXQUa64kab,臺中市北區衛生所,臺中市,北區,臺中市北區永興街301號4樓,120.682233,24.166042,https://www.health.taichung.gov.tw/1781358/post,04-22359182,,,2317050018,1,2021-07-11T05:50:20.000Z,"6/30-7/5暫停疫苗業務
",,,,,
recrrBgYnwIVYorQi,大千綜合醫院,苗栗縣,苗栗市,苗栗市大同路133號、信義路23號、恭敬路36號、信義街36號,120.815489,24.551742,http://60.249.72.244//reg/WebRegISAPI.dll/$/start,037-357125,http://60.249.72.244/reg/WebRegISAPI.dll/ciiK~eht4u~leF73YghRMW/$/,大千醫院系列,1535010051,1,2021-07-11T05:50:20.000Z,,,,,,
recrzK9faQPQrktVB,高樹鄉衛生所,屏東縣,高樹鄉,906台灣屏東縣高樹鄉南昌路12之2號,120.5942404,22.8169764,,"08 796 2026",,,,,2021-07-11T15:19:03.000Z,各縣市資料,,,,,
recrzKau3J5BPEyFS,臺北市立聯合醫院中山門診部,臺北市,中山區,臺北市中山區松江路367號1樓,121.533501,25.064395,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=P&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-25013363,https://tpech.gov.taipei/cp.aspx?n=BE9341119042AFED,北市聯醫系統,2101100227,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recs3liGDq0rWKqOG,台北欣安耳鼻喉科診所,臺北市,北投區,臺北市北投區石牌路一段152號,121.5131602266,25.114276160482,,02-2821-0501,,,,,2021-07-11T15:19:49.000Z,各縣市資料,,,,,
recs4PL4CfhapWDpT,竹田鄉衛生所,屏東縣,竹田鄉,911台灣屏東縣竹田鄉中山路25號,120.5431223,22.5863186,,"08 771 2434",,,,,2021-07-11T15:19:03.000Z,各縣市資料,,,,,
recsGrH5RhJl46iYH,臺北市立聯合醫院政大門診部,臺北市,文山區,臺北市文山區指南路2段117號,121.576522,24.98762,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=D&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-82377441,https://tpech.gov.taipei/cp.aspx?n=BE9341119042AFED,北市聯醫系統,2101200017,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recsY3P7R03623kPO,屏東縣來義鄉衛生所,屏東縣,來義鄉,屏東縣來義鄉古樓村中正路90號,120.631987,22.525839,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343300016,08-7850103,,,2343300016,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,
recsYCX24A9aj34N0,郭重德診所,臺南市,中西區,台南市中西區民生路一段90號,,,,06-2262953,,,,,2021-07-11T15:22:14.000Z,各縣市資料,,,,,
recsZx6YCr82cYPAY,嘉義縣布袋鎮衛生所,嘉義縣,布袋鎮,嘉義縣布袋鎮新厝里21號,120.169906,23.381436,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340020011,05-3472032,,,2340020011,1,2021-07-11T05:50:20.000Z,"依嘉義衛生局規範，僅接受縣民預約，並只有現場預約
",,,,,
recsaIKL3N6NvISIB,鈞賀診所,臺北市,松山區,臺北市松山區富錦街462號,121.56233327044,25.060737421426,,02-2760-0101,,,,,2021-07-11T15:19:52.000Z,各縣市資料,,,,,
recseeB8ni9Hb6mYl,彥安聯合診所（桂其安家醫科診所）,臺北市,信義區,台北市信義區莊敬路462號,121.56772799142,25.026718565692,,02-2722-9173,,,,,2021-07-11T15:19:57.000Z,各縣市資料,,,,,
recsfij8xq5OkNcZa,臺北市立聯合醫院附設北投門診部,臺北市,北投區,臺北市北投區新市街30號5樓,121.50273533949,25.132673436415,,,,,,,2021-07-11T15:19:10.000Z,各縣市資料,,,,,
recsiRN90sn9P6FlR,新竹縣寶山鄉衛生所,新竹縣,寶山鄉,新竹縣寶山鄉雙溪村7鄰雙園路二段273號,120.994859,24.766908,https://baoshan.hcshb.gov.tw/,03-5292106,,,2333100013,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
